Department,Module Code , Title,Credits,
Architechture and Product Design,PD4102 , DESIGN STUDIO 2,6,
Architechture and Product Design,PD4103 , DESIGN STUDIO 3,6,
Architechture and Product Design,PD4104 , DESIGN STUDIO 4,6,
Architechture and Product Design,PD4105 , DESIGN STUDIO 5 (INDUSTRY),6,
Architechture and Product Design,PD4112 , DESIGN SKILLS,6,
Architechture and Product Design,PD4115 , DESIGN STUDIO 6 (COMMUNITY),6,
Architechture and Product Design,PD4124 , CONTEMPORARY DESIGN CULTURE,6,
Architechture and Product Design,PD6001 , DESIGN RESEARCH,9,
Architechture and Product Design,PD6002 , HUMAN FACTORS IN HEALTH SYSTEMS,6,
Architechture and Product Design,PD6003 , DESIGN PROJECT,30,
Architechture and Product Design,PD6012 , IDEATION AND REPRESENTATION,9,
Architechture and Product Design,PD6022 , CONCEPT DEVELOPMENT AND EVALUATION,9,
Architechture and Product Design,WT4902 , MODEL MAKING,6,
Arts Humanities and Social Sciences,AH4005 , INTRODUCTION TO PUBLIC HUMANITIES,12,
Arts Humanities and Social Sciences,AH8001 , INTRODUCTION TO DOCTORAL STUDIES IN AHSS,6,
Arts Humanities and Social Sciences,AH8003 , PROFESSIONAL DEVELOPMENT FOR AHSS PHD RESEARCHERS,9,
Arts Humanities and Social Sciences,AH8007 , PROFESSIONAL PORTFOLIO 1,12,
Arts Humanities and Social Sciences,AH8010 , PROFESSIONAL PORTFOLIO 2,12,
Arts Humanities and Social Sciences,AH8013 , CRITICAL APPROACHES TO DISPLAY AND PARTICIPATION,9,
Arts Humanities and Social Sciences,DT4007 , DRAMA AND THEATRE STUDIES FINAL YEAR PROJECT 1,6,
Arts Humanities and Social Sciences,DT4008 , DRAMA AND THEATRE STUDIES FINAL YEAR PROJECT 2,6,
Arts Humanities and Social Sciences,GT8001 , GENERIC AND TRANSFERABLE SKILLS PORTFOLIO,3,
Arts Humanities and Social Sciences,GT8002 , GENERIC AND TRANSFERABLE SKILLS PORTFOLIO,6,
Arts Humanities and Social Sciences,GT8003 , GENERIC AND TRANSFERABLE SKILLS PORTFOLIO,9,
Arts Humanities and Social Sciences,GT8004 , GENERIC AND TRANSFERABLE SKILLS PORTFOLIO,12,
Arts Humanities and Social Sciences,HP4001 , PREPARING FOR ACADEMIC SUCCESS,6,
Arts Humanities and Social Sciences,HP4037 , FINAL,6,
Arts Humanities and Social Sciences,HP4066 , PREPARING FOR AN FYP,6,
Arts Humanities and Social Sciences,HP4148 , FINAL,6,
Arts Humanities and Social Sciences,HP4157 , FINAL,6,
Arts Humanities and Social Sciences,HP4158 , FINAL,6,
Arts Humanities and Social Sciences,HU8042 , PUBLIC HUMANITIES,9,
Arts Humanities and Social Sciences,LI6092 ," DIGITAL CULTURES, CITIZENSHIP AND COMMUNICATION",9,
Arts Humanities and Social Sciences,PI4007 , PHILOSOPHY FINAL YEAR PROJECT 1,6,
Arts Humanities and Social Sciences,PI4008 , PHILOSOPHY FINAL YEAR PROJECT 2,6,
Arts Humanities and Social Sciences,RS4077 , THEOLOGY AND RELIGIOUS STUDIES FINAL YEAR PROJECT 1,6,
Arts Humanities and Social Sciences,RS4078 , THEOLOGY AND RELIGIOUS STUDIES FINAL YEAR PROJECT 2,6,
Biological Sciences,BY2901 , BIOLOGY 1,6,
Biological Sciences,BY2902 , BIOLOGY 2,6,
Biological Sciences,BY4001 , BIOLOGY 1,6,
Biological Sciences,BY4002 , BIOLOGY 2,6,
Biological Sciences,BY4003 , BIOLOGY 3 (DIVERSITY OF ORGANISMS),6,
Biological Sciences,BY4004 , HORTICULTURE,3,
Biological Sciences,BY4005 , VERTEBRATE STRUCTURE AND FUNCTION,6,
Biological Sciences,BY4006 , GENERAL BIOCHEMISTRY,6,
Biological Sciences,BY4007 , NEW DEVELOPMENTS IN AGRICULTURAL SCIENCE,3,
Biological Sciences,BY4008 , GENETICS AND MOLECULAR BIOLOGY,6,
Biological Sciences,BY4011 , GENERAL BIOLOGY,6,
Biological Sciences,BY4012 , MICROBES AS METABOLIC FACTORIES,6,
Biological Sciences,BY4013 , GENERAL MICROBIOLOGY,6,
Biological Sciences,BY4014 , MICROBIOLOGY AND IMMUNOLOGY,6,
Biological Sciences,BY4015 , PLANT PHYSIOLOGY,6,
Biological Sciences,BY4016 , ANIMAL PRODUCTION SYSTEMS,6,
Biological Sciences,BY4018 , PLANT AND ANIMAL PHYSIOLOGY,6,
Biological Sciences,BY4021 , CELLULAR BIOLOGY AND BIOCHEMISTRY,6,
Biological Sciences,BY4023 , ANIMAL DIVERSITY,6,
Biological Sciences,BY4025 , CROP AND GRASSLAND SCIENCE,6,
Biological Sciences,BY4026 , HORTICULTURE,6,
Biological Sciences,BY4027 , CURRENT TRENDS IN BIOTECHNOLOGY AND REGENERATIVE MEDICINE,6,
Biological Sciences,BY4028 , ANIMAL DIVERSITY AND EVOLUTION,6,
Biological Sciences,BY4031 , INTEGRATIVE PHYSIOLOGY,6,
Biological Sciences,BY4033 , CORE CONCEPTS IN BIOSCIENCE,6,
Biological Sciences,BY4035 , CELLULAR BIOLOGY AND BIOCHEMISTRY,6,
Biological Sciences,BY4036 , AGRICULTURAL BIOTECHNOLOGY,6,
Biological Sciences,BY4037 , PHARMACOLOGY AND DRUG DEVELOPMENT,6,
Biological Sciences,BY4038 ," CANCER MECHANISMS, THERAPEUTICS AND MOLECULAR MEDICINE",6,
Biological Sciences,BY4045 , CELL BIOLOGY AND BIOCHEMISTRY,6,
Biological Sciences,BY4048 , ADVANCED CELL AND MOLECULAR BIOLOGY,6,
Biological Sciences,BY4055 , ANIMAL FEEDING AND DIGESTION,6,
Biological Sciences,BY4058 , HOST MICROBE INTERACTIONS,6,
Biological Sciences,BY4065 , CHEMISTRY OF BIOLOGICAL SYSTEMS,6,
Biological Sciences,BY4068 , NEW DEVELOPMENTS IN AGRICULTURAL SCIENCE 2,3,
Biological Sciences,BY4075 , CELL COMMUNICATION AND REGULATION,6,
Biological Sciences,BY4085 , CELL AND MOLECULAR BIOLOGY OF THE IMMUNE SYSTEM,6,
Biological Sciences,BY4097 , BIOSCIENCE FINAL YEAR PROJECT 1,6,
Biological Sciences,BY4098 , BIOSCIENCE FINAL YEAR PROJECT 2,6,
Biological Sciences,BY4102 , BIOLOGY FOR BIOSCIENCES,6,
Biological Sciences,BY4104 , ECOLOGY 1,6,
Biological Sciences,BY4204 , PRINCIPLES OF HUMAN PHYSIOLOGY,6,
Biological Sciences,BY4205 , AGRICULTURE 1,6,
Biological Sciences,BY4208 , AGRICULTURE 2,6,
Biological Sciences,BY4214 , PRINCIPLES OF HUMAN NUTRITION,6,
Biological Sciences,BY4215 , SOIL SCIENCE,6,
Biological Sciences,BY4505 , POLLUTION BIOLOGY,6,
Biological Sciences,BY6001 , BIOPHARMACEUTICALS: FROM CONCEPT TO PRODUCT,6,
Biological Sciences,BY6002 , NUTRACEUTICALS AND DISEASES,6,
Biological Sciences,BY6004 , CANCER AND PRECISION MEDICINE,6,
Biological Sciences,BY6005 , RESEARCH PROJECT,30,
Biological Sciences,BY6011 , ADVANCED CELL BIOLOGY,6,
Biological Sciences,BY6014 , NEUROLOGICAL AND INFLAMMATORY DISEASES,6,
Biological Sciences,EQ2001 , HORSEMANSHIP 1,6,
Biological Sciences,EQ2002 , HORSEMANSHIP 2,6,
Biological Sciences,EQ2003 , HORSEMANSHIP 3,6,
Biological Sciences,EQ2101 , HORSEMANSHIP 1A,6,
Biological Sciences,EQ2102 , HORSEMANSHIP 2A,6,
Biological Sciences,EQ2103 , HORSEMANSHIP 3A,6,
Biological Sciences,EQ2922 , EQUESTRIAN SKILL ANALYSIS,6,
Biological Sciences,EQ2923 , FOUNDATIONS OF EQUINE LOCOMOTION,6,
Biological Sciences,EQ2931 , INTRODUCTION TO HORSEMANSHIP,6,
Biological Sciences,EQ3006 , PROBLEM IDENTIFICATION AND PRACTICAL SOLUTIONS,6,
Biological Sciences,EQ4001 , PRINCIPLES OF EQUITATION,6,
Biological Sciences,EQ4002 , EQUINE EXERCISE SCIENCE 1,6,
Biological Sciences,EQ4003 , EQUINE EXERCISE SCIENCE 2,6,
Biological Sciences,EQ4004 , EQUINE MANAGEMENT,6,
Biological Sciences,EQ4005 , EQUINE PERFORMANCE,6,
Biological Sciences,EQ4007 , EQUINE COMPETITION 1,6,
Biological Sciences,EQ4008 , EQUINE TEACHING PRINCIPLES 2,6,
Biological Sciences,EQ4011 , INTRODUCTION TO HORSEMANSHIP,6,
Biological Sciences,EQ4012 , THE HORSE INDUSTRY,6,
Biological Sciences,EQ4013 , FOUNDATIONS OF EQUINE LOCOMOTION,6,
Biological Sciences,EQ4014 , FOUNDATIONS OF EQUINE PERFORMANCE,6,
Biological Sciences,EQ4017 , EQUINE TEACHING PRINCIPLES 1,6,
Biological Sciences,EQ4018 , EQUINE COMPETITION 2,6,
Biological Sciences,EQ4021 , FUNDAMENTALS OF EQUINE LOCOMOTION,6,
Biological Sciences,EQ4022 , FOUNDATIONS OF EQUINE PERFORMANCE,6,
Biological Sciences,EQ4025 , THE YOUNG HORSE,6,
Biological Sciences,EQ4026 , ADVANCED RIDING TECHNIQUES AND PROBLEM ANALYSIS,6,
Biological Sciences,EQ4027 , EQUESTRIAN FACILITIES,6,
Biological Sciences,EQ4031 , PRINCIPLES OF EQUINE TRAINING,6,
Biological Sciences,EQ4032 , EQUESTRIAN SKILL ANALYSIS,6,
Biological Sciences,EQ4037 , PERFORMANCE RIDER DEVELOPMENT,6,
Biological Sciences,EQ4038 , TRAINING THE PERFORMANCE HORSE,6,
Biological Sciences,EQ4041 , DEVELOPING THE RIDER,6,
Biological Sciences,EQ4048 , MANAGING THE PERFORMANCE HORSE,6,
Biological Sciences,EQ4051 , INTRODUCTION TO HORSEMANSHIP,6,
Biological Sciences,EQ4058 , EQUINE EXERCISE PHYSIOLOGY,6,
Biological Sciences,EQ4068 , ADVANCED EQUINE PHYSIOLOGY,6,
Biological Sciences,EQ4907 , PROJECT 1 (EQUINE SCIENCE),6,
Biological Sciences,EQ4908 , PROJECT 2 (EQUINE SCIENCE),6,
Biological Sciences,ER4011 , INTRODUCTION TO ENVIRONMENTAL & BIOSCIENCES,3,
Biological Sciences,ER4708 , BIOMETRICS,6,
Biological Sciences,EV2001 , IRISH HORSE INDUSTRY,6,
Biological Sciences,EV2902 , THE HORSE INDUSTRY,6,
Biological Sciences,EV2903 , EQUINE FEEDING AND BEHAVIOUR,6,
Biological Sciences,EV2911 , EQUINE ANATOMY AND PHYSIOLOGY,6,
Biological Sciences,EV2913 , EQUINE HEALTH AND ENVIRONMENT,6,
Biological Sciences,EV2914 , EQUINE REPRODUCTION,6,
Biological Sciences,EV4003 , EQUINE FEEDING AND BEHAVIOUR,6,
Biological Sciences,EV4004 , EQUINE REPRODUCTION AND MGMT OF MARES AND STALLIONS,6,
Biological Sciences,EV4005 , GRASSLAND AND GRAZING MANAGEMENT,6,
Biological Sciences,EV4008 , EQUINE GENETICS,6,
Biological Sciences,EV4011 , FEEDS AND FEEDING/BEHAVIOUR,6,
Biological Sciences,EV4012 , EQUINE ANATOMY AND PHYSIOLOGY,6,
Biological Sciences,EV4013 , EQUINE PHYSIOLOGY,6,
Biological Sciences,EV4014 , EQUINE NUTRITION,6,
Biological Sciences,EV4015 , EQUINE HEALTH AND DISEASE,6,
Biological Sciences,EV4017 , EQUINE PHARMACOLOGY,6,
Biological Sciences,EV4018 , EQUINE HEALTH AND BEHAVIOUR,6,
Biological Sciences,EV4021 , EQUINE HEALTH AND ENVIRONMENTAL MANAGEMENT,6,
Biological Sciences,EV4022 , EQUINE ANATOMY AND PHYSIOLOGY (CERT),6,
Biological Sciences,EV4023 , EQUINE HEALTH AND ENVIRONMENTAL MANAGEMENT,6,
Biological Sciences,EV4024 , EQUINE REPRODUCTION,6,
Biological Sciences,EV4025 , EQUINE BREEDING AND GENETICS,6,
Biological Sciences,EV4032 , THE HORSE INDUSTRY,6,
Biological Sciences,EV4042 , EQUINE REPRODUCTION,6,
Biological Sciences,EY4054 , SUBJECT PEDAGOGICS 1 (CHEMISTRY),6,
Biological Sciences,EY4056 , SUBJECT PEDAGOGICS 2 (SCIENCE),6,
Biological Sciences,FT4007 , FUNCTIONAL FOODS,6,
Biological Sciences,FT4204 , FOOD CHEMISTRY,6,
Biological Sciences,FT4214 , PUBLIC HEALTH NUTRITION,6,
Biological Sciences,FT4305 , FOOD ENGINEERING PRINCIPLES,6,
Biological Sciences,FT4315 , FOOD ENGINEERING OPERATIONS,3,
Biological Sciences,FT4325 , FOOD PROCESSING,3,
Biological Sciences,FT4335 , HEALTH AND FOOD,6,
Biological Sciences,FT4345 , FOOD PROCESSING OPERATIONS,3,
Biological Sciences,FT4355 , ADVANCED NUTRIENT METABOLISM AND HEALTH,6,
Biological Sciences,FT4365 ," FOOD, HEALTH AND DISEASE",3,
Biological Sciences,FT4375 , FOOD PROCESSING OPERATIONS,6,
Biological Sciences,FT4407 , PROJECT 1 FOOD TECHNOLOGY,6,
Biological Sciences,FT4408 , PROJECT 2 FOOD TECHNOLOGY,6,
Biological Sciences,FT4421 , INTRODUCTORY FOOD SCIENCE AND HEALTH,6,
Biological Sciences,FT4428 , ADVANCED FOOD CHEMISTRY,6,
Biological Sciences,FT4437 , MILK PROTEINS AS FOOD INGREDIENTS,6,
Biological Sciences,FT4438 , FOOD MICROBIOLOGY,3,
Biological Sciences,FT4447 , FOOD QUALITY,3,
Biological Sciences,FT4457 , RESEARCH TRENDS IN HEALTH AND FOOD,3,
Biological Sciences,FT4458 , FOOD PRODUCTION SYSTEMS,3,
Biological Sciences,FT4468 , FOOD BIOTECHNOLOGY,6,
Biological Sciences,FT6001 , FOOD SCIENCE AND FOOD SKILLS,6,
Biological Sciences,FT6002 , NUTRITIONAL EPIDEMIOLOGY AND TRANSLATIONAL RESEARCH METHODS,6,
Biological Sciences,FT6003 , RESEARCH PROJECT,30,
Biological Sciences,FT6011 , ADVANCED INDUSTRIAL FOOD FERMENTATIONS AND FUNCTIONALITY,6,
Biological Sciences,FT6012 , INDUSTRIAL BY,6,
Biological Sciences,FT6021 , PROTEIN,6,
Biological Sciences,FT6022 , LIPID,6,
Biological Sciences,FT6031 , CLINICAL IMPLICATIONS OF FUNCTIONAL FOODS,6,
Biological Sciences,FT6041 , PRODUCT DEVELOPMENT & SENSORY PROPERTIES,6,
Biological Sciences,HC4304 , HORTICULTURE 1,6,
Biological Sciences,HC4305 , LAND AND LANDSCAPE MANAGEMENT,6,
Biological Sciences,LS4003 , INTRODUCTORY ANATOMY AND PHYSIOLOGY,6,
Biological Sciences,LS4007 , FINAL YEAR PROJECT 1 (BIOLOGICAL SCIENCE),6,
Biological Sciences,LS4008 , FINAL YEAR PROJECT 2 (BIOLOGICAL SCIENCE),6,
Biological Sciences,LS4017 , FINAL YEAR PROJECT 1 (BIOLOGICAL SCIENCE),3,
Biological Sciences,LS4018 , FINAL YEAR PROJECT 2 (BIOLOGICAL SCIENCE),3,
Biological Sciences,NM4151 , BIOLOGICAL SCIENCES APPLIED TO NURSING AND MIDWIFERY 1,6,
Biological Sciences,NM4152 , BIOLOGICAL SCIENCES APPLIED TO NURSING & MIDWIFERY 2,6,
Biological Sciences,NM4173 , BIOLOGICAL SCIENCES APPLIED TO NURSING & MIDWIFERY 3,6,
Biological Sciences,SE4004 , SCIENCE (EDUCATION),6,
Biological Sciences,SE4012 , SCIENCE TEACHING 2,6,
Business,AC6121 , CORPORATE SUSTAINABILITY,6,
Business,BS6005 , EXECUTIVE MBA PROJECT B,9,
Business,EB4003 , DOING BUSINESS IN EUROPE,6,
Business,EP2001 , ENTREPRENEURIAL LEADERSHIP,6,
Business,GT8101 , GENERIC AND TRANSFERABLE SKILLS PORTFOLIO,3,
Business,GT8102 , GENERIC AND TRANSFERABLE SKILLS PORTFOLIO,6,
Business,GT8103 , GENERIC AND TRANSFERABLE SKILLS PORTFOLIO,9,
Business,GT8104 , GENERIC AND TRANSFERABLE SKILLS PORTFOLIO,12,
Business,XD1001 , BAIB,6,
Business,XD1002 , BAIB,6,
Business,XD1003 , BAIB,6,
Business,XD1004 , BAIB,6,
Business,XD1005 , BAIB,6,
Business,XD1006 , BAIB,6,
Business,XD1007 , BAIB,6,
Business,XD1008 , BAIB,6,
Business,XD1009 , BAIB,6,
Business,XD1010 , BAIB,6,
Business,XD1011 , AUDENCIA DUAL DEGREE MODULE 1,6,
Business,XD1012 , AUDENCIA DUAL DEGREE MODULE 2,6,
Business,XD1013 , AUDENCIA DUAL DEGREE MODULE 3,6,
Business,XD1014 , AUDENCIA DUAL DEGREE MODULE 4,6,
Business,XD1015 , AUDENCIA DUAL DEGREE MODULE 5,6,
Business,XD1016 , AUDENCIA DUAL DEGREE MODULE 6,6,
Business,XD1017 , AUDENCIA DUAL DEGREE MODULE 7,6,
Business,XD1018 , AUDENCIA DUAL DEGREE MODULE 8,6,
Business,XD1019 , AUDENCIA DUAL DEGREE MODULE 9,6,
Business,XD1020 , AUDENCIA DUAL DEGREE MODULE 10,6,
Business,XD1021 , LA ROCHELLE DUAL DEGREE MODULE 1,6,
Business,XD1022 , LA ROCHELLE DUAL DEGREE MODULE 2,6,
Business,XD1023 , LA ROCHELLE DUAL DEGREE MODULE 3,6,
Business,XD1024 , LA ROCHELLE DUAL DEGREE MODULE 4,6,
Business,XD1025 , LA ROCHELLE DUAL DEGREE MODULE 5,6,
Business,XD1026 , LA ROCHELLE DUAL DEGREE MODULE 6,6,
Business,XD1027 , LA ROCHELLE DUAL DEGREE MODULE 7,6,
Business,XD1028 , LA ROCHELLE DUAL DEGREE MODULE 8,6,
Business,XD1029 , LA ROCHELLE DUAL DEGREE MODULE 9,6,
Business,XD1030 , LA ROCHELLE DUAL DEGREE MODULE 10,6,
Business,XD1031 , NAGOYA DUAL DEGREE MODULE 1,6,
Business,XD1032 , NAGOYA DUAL DEGREE MODULE 2,6,
Business,XD1033 , NAGOYA DUAL DEGREE MODULE 3,6,
Business,XD1034 , NAGOYA DUAL DEGREE MODULE 4,6,
Business,XD1035 , NAGOYA DUAL DEGREE MODULE 5,6,
Business,XD1036 , NAGOYA DUAL DEGREE MODULE 6,6,
Business,XD1037 , NAGOYA DUAL DEGREE MODULE 7,6,
Business,XD1038 , NAGOYA DUAL DEGREE MODULE 8,6,
Business,XD1039 , NAGOYA DUAL DEGREE MODULE 9,6,
Business,XD1040 , NAGOYA DUAL DEGREE MODULE 10,6,
Business,XD1041 , KOZMINSKI DUAL DEGREE MODULE 1,6,
Business,XD1042 , KOZMINSKI DUAL DEGREE MODULE 2,6,
Business,XD1043 , KOZMINSKI DUAL DEGREE MODULE 3,6,
Business,XD1044 , KOZMINSKI DUAL DEGREE MODULE 4,6,
Business,XD1045 , KOZMINSKI DUAL DEGREE MODULE 5,6,
Business,XD1046 , KOZMINSKI DUAL DEGREE MODULE 6,6,
Business,XD1047 , KOZMINSKI DUAL DEGREE MODULE 7,6,
Business,XD1048 , KOZMINSKI DUAL DEGREE MODULE 8,6,
Business,XD1049 , KOZMINSKI DUAL DEGREE MODULE 9,6,
Business,XD1050 , KOZMINSKI DUAL DEGREE MODULE 10,6,
Business,XD1051 , PFORZHEIM DUAL DEGREE MODULE 1,6,
Business,XD1052 , PFORZHEIM DUAL DEGREE MODULE 2,6,
Business,XD1053 , PFORZHEIM DUAL DEGREE MODULE 3,6,
Business,XD1054 , PFORZHEIM DUAL DEGREE MODULE 4,6,
Business,XD1055 , PFORZHEIM DUAL DEGREE MODULE 5,6,
Business,XD1056 , PFORZHEIM DUAL DEGREE MODULE 6,6,
Business,XD1057 , PFORZHEIM DUAL DEGREE MODULE 7,6,
Business,XD1058 , PFORZHEIM DUAL DEGREE MODULE 8,6,
Business,XD1059 , PFORZHEIM DUAL DEGREE MODULE 9,6,
Business,XD1060 , PFORZHEIM DUAL DEGREE MODULE 10,6,
Business,XD1061 , NEOMA DUAL DEGREE MODULE 1,6,
Business,XD1062 , NEOMA DUAL DEGREE MODULE 2,6,
Business,XD1063 , NEOMA DUAL DEGREE MODULE 3,6,
Business,XD1064 , NEOMA DUAL DEGREE MODULE 4,6,
Business,XD1065 , NEOMA DUAL DEGREE MODULE 5,6,
Business,XD1066 , NEOMA DUAL DEGREE MODULE 6,6,
Business,XD1067 , NEOMA DUAL DEGREE MODULE 7,6,
Business,XD1068 , NEOMA DUAL DEGREE MODULE 8,6,
Business,XD1069 , NEOMA DUAL DEGREE MODULE 9,6,
Business,XD1070 , NEOMA DUAL DEGREE MODULE 10,6,
Business,XD1071 , AUDENCIA MASTERS DUAL DEGREE MODULE 1,6,
Business,XD1072 , AUDENCIA MASTERS DUAL DEGREE MODULE 2,6,
Business,XD1073 , AUDENCIA MASTERS DUAL DEGREE MODULE 3,6,
Business,XD1074 , AUDENCIA MASTERS DUAL DEGREE MODULE 4,6,
Business,XD1075 , AUDENCIA MASTERS DUAL DEGREE MODULE 5,6,
Business,XD1076 , AUDENCIA MASTERS DUAL DEGREE MODULE 6,6,
Business,XD1077 , AUDENCIA MASTERS DUAL DEGREE MODULE 7,6,
Business,XD1078 , AUDENCIA MASTERS DUAL DEGREE MODULE 8,6,
Business,XD1079 , AUDENCIA MASTERS DUAL DEGREE MODULE 9,6,
Business,XD1080 , AUDENCIA MASTERS DUAL DEGREE INTERNSHIP,30,
Business,XD1081 , TOULOUSE DUAL DEGREE MODULE 1,6,
Business,XD1082 , TOULOUSE DUAL DEGREE MODULE 2,6,
Business,XD1083 , TOULOUSE DUAL DEGREE MODULE 3,6,
Business,XD1084 , TOULOUSE DUAL DEGREE MODULE 4,6,
Business,XD1085 , TOULOUSE DUAL DEGREE MODULE 5,6,
Business,XD1086 , TOULOUSE DUAL DEGREE MODULE 6,6,
Business,XD1087 , TOULOUSE DUAL DEGREE MODULE 7,6,
Business,XD1088 , TOULOUSE DUAL DEGREE MODULE 8,6,
Business,XD1089 , TOULOUSE DUAL DEGREE MODULE 9,6,
Business,XD1090 , TOULOUSE DUAL DEGREE MODULE 10,6,
Business,XD1091 , EXCELIA DUAL DEGREE MODULE 1,6,
Business,XD1092 , EXCELIA DUAL DEGREE MODULE 2,6,
Business,XD1093 , EXCELIA DUAL DEGREE MODULE 3,6,
Business,XD1094 , EXCELIA DUAL DEGREE MODULE 4,6,
Business,XD1095 , EXCELIA DUAL DEGREE MODULE 5,6,
Business,XD1096 , EXCELIA DUAL DEGREE INTERNSHIP,15,
Business,XD1097 , EXCELIA DUAL DEGREE DISSERTATION,15,
Business,XD1098 , RENNES DUAL DEGREE MODULE 1,6,
Business,XD1099 , RENNES DUAL DEGREE MODULE 2,6,
Business,XD2000 , RENNES DUAL DEGREE MODULE 3,6,
Business,XD2001 , RENNES DUAL DEGREE MODULE 4,6,
Business,XD2005 , RENNES DUAL DEGREE MODULE 5,6,
Business,XD2006 , RENNES DUAL DEGREE MODULE 6,6,
Business,XD2007 , RENNES DUAL DEGREE MODULE 7,6,
Business,XD2008 , RENNES DUAL DEGREE MODULE 8,6,
Business,XD2009 , RENNES DUAL DEGREE MODULE 9,6,
Business,XD2010 , RENNES DUAL DEGREE MODULE 10,6,
Business,XD2011 , TONGJI DUAL DEGREE MODULE 1,6,
Business,XD2012 , TONGJI DUAL DEGREE MODULE 2,6,
Business,XD2013 , TONGJI DUAL DEGREE MODULE 3,6,
Business,XD2014 , TONGJI DUAL DEGREE MODULE 4,6,
Business,XD2015 , TONGJI DUAL DEGREE MODULE 5,6,
Business,XD2016 , TONGJI DUAL DEGREE MODULE 6,6,
Business,XD2017 , TONGJI DUAL DEGREE MODULE 7,6,
Business,XD2018 , TONGJI DUAL DEGREE MODULE 8,6,
Business,XD2019 , TONGJI DUAL DEGREE MODULE 9,6,
Business,XD2020 , TONGJI DUAL DEGREE MODULE 10,6,
Business,XD2021 , AUDENCIA MASTERS DUAL DEGREE MODULE 10,6,
Business,XD2022 , GRENOBLE DUAL DEGREE MODULE 1,6,
Business,XD2023 , GRENOBLE DUAL DEGREE MODULE 2,6,
Business,XD2024 , GRENOBLE DUAL DEGREE MODULE 3,6,
Business,XD2025 , GRENOBLE DUAL DEGREE MODULE 4,6,
Business,XD2026 , GRENOBLE DUAL DEGREE MODULE 5,6,
Business,XD2027 , GRENOBLE DUAL DEGREE MODULE 6,6,
Business,XD2028 , GRENOBLE DUAL DEGREE MODULE 7,6,
Business,XD2029 , GRENOBLE DUAL DEGREE MODULE 8,6,
Business,XD2030 , GRENOBLE DUAL DEGREE MODULE 9,6,
Business,XD2031 , GRENOBLE DUAL DEGREE MODULE 10,6,
Business,XD4034 , BAIB DUAL DEGREE INTERNSHIP,30,
Centre for Teaching and Learning,BR4001 , BROADENING: SOCIAL AND CIVIC ENGAGEMENT,6,
Centre for Teaching and Learning,EH3002 , ACADEMIC ENGLISH 2,6,
Centre for Teaching and Learning,EH3012 , STUDY STRATEGIES 2,3,
Centre for Teaching and Learning,EH3022 , APPLIED ACADEMIC WRITING AND SPEAKING SKILLS,3,
Centre for Teaching and Learning,TL5001 , RESEARCH PLANNING AND PREPARATION,3,
Centre for Teaching and Learning,TL5002 , PLANNING AND PREPARATION,3,
