,,
Module Code , Title,Credits
BR4031 , BROADENING BY UNDERSTANDING AND CONFRONTING CRISIS AND RISK,6
BR4032 , BROADENING YOUR LEARNING BY EXPLORING CULTURAL DIVERSITY,6
BR4041 , BROADENING: SOCIAL MEDIA FOR SOCIAL GOOD,6
BR4051 , BROADENING THROUGH CREATIVITY AND PROACTIVITY,6
BR4061 ," BROADENING THROUGH AWARENESS, ACTIVISM AND THE ARTS (UNDERGRADUATE)",6
BR4071 , BROADENING: EXPLORING THE BRAIN AND UNDERSTANDING BEHAVIOUR,6
BR4081 ," BROADENING: ACTIVE BODY, ACTIVE MIND",6
BR4091 , BROADENING THROUGH SUSTAINABLE DEVELOPMENT,6
BR4101 , BROADENING THROUGH PLACEMAKING,6
BR4901 , BROADENING: BEGINNERS JAPANESE,6
BR4911 , BROADENING: BEGINNERS FRENCH,6
BR4921 , BROADENING: BEGINNERS GERMAN,6
BR4931 , BROADENING: BEGINNERS SPANISH,6
BR4941 , BROADENING: ADVANCED FRENCH,6
BR4951 , BROADENING: ADVANCED GERMAN,6
BR4961 , BROADENING: ADVANCED SPANISH,6
BR5001 ," BROADENING THROUGH AWARENESS, ACTIVISM AND THE ARTS (POSTGRADUATE)",3
BR5002 , BROADENING: INTRODUCTION TO PLACEMAKING (POSTGRADUATE),3
BR5103 , AUTUMN PRACTICUM (AHSS ,3
BR5104 , SPRING PRACTICUM (AHSS ,9
BR5502 , Engaged Research Delivery (EHS),12
BS4001 , PRINCIPLES OF INTERNATIONAL BUSINESS,6
BS4007 , INTERNATIONAL BUSINESS CONFIRMATION PAPER 1,6
BS4008 , INTERNATIONAL BUSINESS CONFIRMATION PAPER 2,6
BS4405 , FINAL YEAR PROJECT METHODOLOGY,6
BS4406 , PROJECT PROPOSAL ,6
BS4407 , BUSINESS PROJECT A,6
BS4408 , BUSINESS PROJECT B,6
BS4416 , INSURANCE AND EUROPEAN STUDIES PROJECT 1,6
BS4418 , INSURANCE AND EUROPEAN STUDIES PROJECT 2,12
BS4447 , FINAL YEAR PROJECT 1 (LAW AND ACCOUNTING),6
BS4448 , FINAL YEAR PROJECT 2 (LAW AND ACCOUNTING),6
BS4711 , MANAGEMENT PRINCIPLES,6
BS4713 , ORGANISATIONAL BEHAVIOUR,6
BS4714 , INTRODUCTION TO ENTREPRENEURSHIP 2,6
BS4715 , BUSINESS STUDIES AND ACCOUNTING,6
BS4718 , STRATEGIC MANAGEMENT,6
BS4721 , MARKETING,6
BS4723 , LEGAL ENVIRONMENT OF BUSINESS,6
BS4725 , ENTREPRENEURSHIP AND NEW ENTERPRISE CREATION,6
BS4733 , ECONOMICS,6
BS4735 , BUSINESS INFORMATION SYSTEMS,6
BS4743 , INTRODUCTION TO ENTREPRENEURSHIP 1,6
BS4745 , THE GLOBAL ECONOMY AND IRELAND,6
BS4753 , LEGAL ENVIRONMENT OF BUSINESS,3
BS4901 , ICT AND UL ORIENTATION WORKSHOP,6
BS4902 , PROJECT,12
BS6004 , EXECUTIVE MBA PROJECT A,6
BS6005 , EXECUTIVE MBA PROJECT B,9
BS6102 , CORPORATE MBA PROJECT A,6
BS6122 , BUSINESS NEGOTIATIONS,3
BS6306 , CORPORATE MBA PROJECT/THESIS B,9
BY2901 , BIOLOGY 1,6
BY2902 , BIOLOGY 2,6
BY4001 , BIOLOGY 1,6
BY4002 , BIOLOGY 2,6
BY4003 , BIOLOGY 3 (DIVERSITY OF ORGANISMS),6
BY4004 , HORTICULTURE,3
BY4005 , VERTEBRATE STRUCTURE AND FUNCTION,6
BY4006 , GENERAL BIOCHEMISTRY,6
BY4007 , NEW DEVELOPMENTS IN AGRICULTURAL SCIENCE,3
BY4008 , GENETICS AND MOLECULAR BIOLOGY,6
BY4011 , GENERAL BIOLOGY,6
BY4012 , MICROBES AS METABOLIC FACTORIES,6
BY4013 , GENERAL MICROBIOLOGY,6
BY4014 , MICROBIOLOGY AND IMMUNOLOGY,6
BY4015 , PLANT PHYSIOLOGY,6
BY4016 , ANIMAL PRODUCTION SYSTEMS,6
BY4018 , PLANT AND ANIMAL PHYSIOLOGY,6
BY4021 , CELLULAR BIOLOGY AND BIOCHEMISTRY,6
BY4023 , ANIMAL DIVERSITY,6
BY4025 , CROP AND GRASSLAND SCIENCE,6
BY4026 , HORTICULTURE,6
BY4027 , CURRENT TRENDS IN BIOTECHNOLOGY AND REGENERATIVE MEDICINE,6
BY4028 , ANIMAL DIVERSITY AND EVOLUTION,6
BY4031 , INTEGRATIVE PHYSIOLOGY,6
BY4033 , CORE CONCEPTS IN BIOSCIENCE,6
BY4035 , CELLULAR BIOLOGY AND BIOCHEMISTRY,6
BY4036 , AGRICULTURAL BIOTECHNOLOGY,6
BY4037 , PHARMACOLOGY AND DRUG DEVELOPMENT,6
BY4038 ," CANCER MECHANISMS, THERAPEUTICS AND MOLECULAR MEDICINE",6
BY4045 , CELL BIOLOGY AND BIOCHEMISTRY,6
BY4048 , ADVANCED CELL AND MOLECULAR BIOLOGY,6
BY4055 , ANIMAL FEEDING AND DIGESTION,6
BY4058 , HOST MICROBE INTERACTIONS,6
BY4065 , CHEMISTRY OF BIOLOGICAL SYSTEMS,6
BY4068 , NEW DEVELOPMENTS IN AGRICULTURAL SCIENCE 2,3
BY4075 , CELL COMMUNICATION AND REGULATION,6
BY4085 , CELL AND MOLECULAR BIOLOGY OF THE IMMUNE SYSTEM,6
BY4097 , BIOSCIENCE FINAL YEAR PROJECT 1,6
BY4098 , BIOSCIENCE FINAL YEAR PROJECT 2,6
BY4102 , BIOLOGY FOR BIOSCIENCES,6
BY4104 , ECOLOGY 1,6
BY4204 , PRINCIPLES OF HUMAN PHYSIOLOGY,6
BY4205 , AGRICULTURE 1,6
BY4208 , AGRICULTURE 2,6
BY4214 , PRINCIPLES OF HUMAN NUTRITION,6
BY4215 , SOIL SCIENCE,6
BY4505 , POLLUTION BIOLOGY,6
BY6001 , BIOPHARMACEUTICALS: FROM CONCEPT TO PRODUCT,6
BY6002 , NUTRACEUTICALS AND DISEASES,6
BY6004 , CANCER AND PRECISION MEDICINE,6
BY6005 , RESEARCH PROJECT,30
BY6011 , ADVANCED CELL BIOLOGY,6
BY6014 , NEUROLOGICAL AND INFLAMMATORY DISEASES,6
CA4003 , CAREER DEVELOPMENT,6
CB5001 , MULTI AGENCY PROCEEDS OF CRIME INVESTIGATION,9
CB5002 , PROCEEDS OF CRIME INVESTIGATION ,9
CB5011 , DARKNET & OPEN SOURCE INTELLIGENCE INVESTIGATION (OSINT),9
CB5012 , PROCEEDS OF CRIME INVESTIGATION ,15
CB5021 , FORENSIC ACCOUNTING AND FINANCIAL REPORTS,9
CB5031 ," NATIONAL AND INTERNATIONAL BEST PRACTICE IN PROCEEDS OF CRIME INVESTIGATION: LAW, PROCEDURE, POLICY AND PRACTICE",9
CE2002 , FOUNDATIONS OF CONVERSATIONAL AI DESIGN,3
CE2003 , THEORY AND PRACTICE FOR CONVERSATIONAL AI,6
CE2012 , PROGRAMMING FOUNDATIONS FOR CONVERSATIONAL AI,3
CE2013 , INDUSTRY PROJECT,3
CE3002 , LEARNING HOW TO LEARN,6
CE4001 , ENGINEERING MECHANICS 1,6
CE4002 , ENGINEERING MECHANICS ,6
,,
CE4003 , FLUID MECHANICS,3
CE4004 , MECHANICS OF SOLIDS,3
CE4005 , STRUCTURAL THEORY,6
CE4007 , WATER MANAGEMENT SYSTEMS,6
CE4008 , VLSI DIGITAL PROCESSING SYSTEMS,6
CE4011 ," BUILDING MATERIALS, ASSEMBLY AND STRUCTURE",6
CE4012 , DESIGN STUDIO 1,6
CE4013 , STRUCTURAL ANALYSIS,6
CE4014 , HYDRAULICS AND WATER ENGINEERING,6
CE4015 , SOIL MECHANICS,6
CE4017 , PROJECT 1 (CIVIL ENGINEERING),12
CE4018 , PROJECT 2 (CIVIL ENGINEERING),6
CE4021 , INTRODUCTION TO SCIENTIFIC COMPUTING FOR AI,6
CE4023 , DESIGN STUDIO 1,6
CE4024 , STRUCTURAL STEEL AND TIMBER DESIGN,6
CE4025 , TRANSPORT PLANNING AND DESIGN,6
CE4027 , ADVANCED STRUCTURES,6
CE4028 , ENERGY EFFICIENT BULDINGS: MODELLING AND DESIGN,6
CE4031 , INTRODUCTION TO DEEP LEARNING AND FRAMEWORKS,6
CE4033 , MODELLING AND ANALYSIS OF FLUID SYSTEMS,3
CE4034 , BUILDING ENERGY SYSTEMS,3
CE4035 , REINFORCED CONCRETE AND MASONRY DESIGN,6
CE4037 , INNOVATION AND DESIGN,6
CE4038 , PROFESSIONAL PRACTICE,6
CE4041 , ARTIFICIAL INTELLIGENCE,6
CE4043 , STRUCTURAL ENGINEERING DESIGN 2,6
CE4044 , FLUIDS AND ENERGY,6
CE4045 , PROFESSIONAL PRACTICE 1,6
CE4047 ," WIND, OCEAN AND HYDRO ENERGY",6
CE4048 , GEOTECHNICAL ENGINEERING DESIGN,6
CE4051 , INTRODUCTION TO DATA ENGINEERING AND MACHINE LEARNING,6
CE4055 , REINFORCED CONCRETE DESIGN 1,6
CE4057 , PROJECT 1 CIVIL ENGINEERING,6
CE4058 , PROJECT PLANNING AND CONTROL FOR THE BUILT ENVIRONMENT,6
CE4067 , SCHEME DESIGN,6
CE4068 , PROCUREMENT AND CONTRACTING II,6
CE4078 , PROJECT 2 CIVIL ENGINEERING,12
CE4088 , REINFORCED CONCRETE DESIGN II,6
CE4102 , PRODUCTIVE AND HEALTHY REMOTE WORKING,6
CE4122 , TRANSLATING ORGANISATION ASPIRATIONS INTO ORGANISATION GOALS,6
CE4132 , INTRODUCTION TO CYBER,6
CE4204 , OPERATING SYSTEMS 1,6
CE4205 , MICROCOMPUTER SYSTEMS,6
CE4206 , OPERATING SYSTEMS 2,6
CE4208 , DISTRIBUTED SYSTEMS,6
CE4317 , INTRODUCTION TO DATA ENGINEERING AND MACHINE LEARNING,6
CE4518 , COMPUTER ARCHITECTURE,6
CE4607 , COMPUTER NETWORKS 1,6
CE4701 , COMPUTER SOFTWARE 1,6
CE4702 , COMPUTER SOFTWARE 2,6
CE4703 , COMPUTER SOFTWARE 3,6
CE4706 , SOFTWARE ENGINEERING 1,6
CE4708 , ARTIFICIAL INTELLIGENCE,6
CE4717 , LANGUAGE PROCESSORS,6
CE4817 , DIGITAL SIGNAL PROCESSING 1,6
CE5001 , INTRODUCTION TO VISION,6
CE5002 , GEOMETRIC COMPUTER VISION,6
CE5011 , MACHINE VISION & IMAGE PROCESSING,6
CE5012 , INTELLIGENT VISUAL COMPUTING & APPLICATIONS,6
CE5021 , DEEP LEARNING FOR COMPUTER VISION,6
CE5022 , LOG FILES AND EVENT ANALYSIS,6
CE5031 , OT/ICS NETWORKS AND PROTOCOLS,6
CE5032 , SECURE OT/ICS NETWORKS,6
CE5041 , CYBERSECURITY LAW AND REGULATIONS,6
CE6001 ," WIND, OCEAN & HYDRO ENERGY",6
CE6002 , ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,6
CE6003 , MACHINE VISION,6
CE6011 , FIELD ROBOTICS,6
CE6012 , ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,6
CE6021 , MACHINE VISION,6
CE6022 , DIGITAL TEST AND MEASUREMENT,9
CE6023 , COMPUTER VISION SYSTEMS,6
CE6025 , MASTER OF ENGINEERING PROJECT ,30
CE6026 , INTRODUCTION TO ENGINEERING RESEARCH METHODS,6
CE6031 , PROJECT 1 (COMPUTER ENGINEERING),12
CE6032 , PROJECT 2 (COMPUTER ENGINEERING),18
CG3000 , WATER STEWARDSHIP IN PRACTICE,9
CG3001 , WASTE & CIRCULAR ECONOMY MANAGEMENT IN PRACTICE,9
CG3002 , ENERGY MANAGEMENT IN PRACTICE,9
CG4001 , PROCESS ENGINEERING COMPUTATION METHODS,6
CG4003 , BIOPROCESS ENGINEERING 1,6
CG4005 , CHEMICAL ENGINEERING THERMODYNAMICS,6
CG4007 , SUSTAINABLE ENERGY PROCESSES,6
CG4008 , PROCESS TROUBLESHOOTING,6
CG4017 , BIOPROCESS ENGINEERING 2,6
CG4027 , B ENG RESEARCH PROJECT,6
CG4097 , B ENG DESIGN PROJECT 1,6
CG4098 , B ENG DESIGN PROJECT 2,6
CG5001 , CHEMICAL ENGINEERING DESIGN PROJECT 1 (PT),6
CG5002 , CHEMICAL ENGINEERING DESIGN PROJECT 2 (PT),6
CG5003 , CHEMICAL ENGINEERING DESIGN PROJECT 3 (PT),6
CG5011 , PRINCIPLES OF CHEMICAL ENGINEERING,6
CG5031 , CHEMICAL ENGINEERING DESIGN METHODS 1,6
CG5042 , CHEMICAL ENGINEERING DESIGN METHODS 2,6
CG5052 , BATCH PROCESS ENGINEERING,6
CG5062 , CHEMICAL ENGINEERING DESIGN PROJECT 1,6
CG5070 , CHEMICAL ENGINEERING DESIGN PROJECT 2,18
CG5080 , CHEMICAL ENGINEERING DESIGN PROJECT,18
CG5082 , ADVANCED TRANSPORT PROCESSES,6
CG5090 , CHEMICAL ENGINEERING DESIGN PROJECT,24
CH4001 , CHEMISTRY FOR ENGINEERS,3
CH4002 , PHYSICAL CHEMISTRY 1,6
CH4003 , PHYSICAL CHEMISTRY 2,6
CH4004 , PHYSICAL CHEMISTRY 3,6
CH4005 , PHYSICAL CHEMISTRY 4,6
CH4006 , PHARMACEUTICAL FREEZE,6
CH4007 , ORGANIC PHARMACEUTICAL CHEMISTRY 1,6
CH4008 , ORGANIC PHARMACEUTICAL CHEMISTRY 2,6
CH4011 , PHYSICAL CHEMISTRY: ELECTROCHEMISTRY,6
CH4012 , GENERAL CHEMISTRY 2,6
CH4013 , ORGANIC CHEMISTRY,6
CH4015 , ORGANIC CHEMISTRY 4,6
CH4017 , CHEMICAL NANOTECHNOLOGY,6
CH4021 , LABORATORY CALCULATIONS,3
CH4022 , BEHAVIOUR BASED SAFETY,9
CH4025 , PHOTOCHEMISTRY,6
CH4027 , NANOTECHNOLOGY,6
CH4031 , GENERAL CHEMISTRY 2 (INORGANIC),3
CH4041 , GENERAL CHEMISTRY 2 (PHYSICAL),3
CH4051 , INTRODUCTION TO APPLIED CHEMISTRY AND BIOCHEMISTRY,3
CH4054 , PHYSICAL CHEMISTRY,6
CH4055 , ENVIRONMENTAL CATALYSIS,6
CH4102 , ORGANIC CHEMISTRY 1,6
CH4103 , ORGANIC CHEMISTRY 2A(1),6
CH4104 , ORGANIC CHEMISTRY 3,6
CH4122 , GENERAL CHEMISTRY 2 (INORGANIC),3
CH4132 , GENERAL CHEMISTRY 2 (PHYSICAL),3
CH4152 , INTRODUCTORY ORGANIC CHEMISTRY 1B,6
CH4153 , ORGANIC CHEMISTRY 2B,6
CH4202 , INORGANIC CHEMISTRY 1,6
CH4203 , INORGANIC CHEMISTRY 2,6
CH4252 , INORGANIC CHEMISTRY 1B,6
CH4253 , INORGANIC CHEMISTRY 2B,6
CH4303 , ANALYTICAL CHEMISTRY 1A,6
CH4304 , ANALYTICAL CHEMISTRY 2,6
CH4305 , ANALYTICAL CHEMISTRY 3,6
CH4306 , ANALYTICAL CHEMISTRY 4,6
CH4308 , DISCRETE ANALYTICAL METHODS,6
CH4354 , ANALYTICAL CHEMISTRY FOR THE ENVIRONMENT,6
CH4404 , PROCESS TECHNOLOGY 1,6
CH4405 , PROCESS TECHNOLOGY 2,6
CH4407 , PROCESS TECHNOLOGY 4,6
CH4415 , PROCESS TECHNOLOGY 3,6
CH4417 , PHARMACEUTICAL FORMULATION,6
CH4554 , ENVIRONMENTAL CHEMISTRY,6
CH4608 , PLANT AND PROCESS MANAGEMENT 2,6
CH4701 , GENERAL CHEMISTRY 1,6
CH4711 , GENERAL CHEMISTRY 1B,6
CH4721 , GENERAL CHEMISTRY 1C,6
CH4751 , INTRODUCTORY CHEMISTRY,6
CH4817 , QUANTUM CHEMISTRY,3
CH4901 ," SCI FDN 1, CHEM, BIOCHEM AND PHYS FOR NURSING AND MIDWIFERY",3
CH4907 , FINAL YEAR PROJECT 1 (IND CHEM),3
CH4908 , FINAL YEAR PROJECT 2 (IND CHEM),3
CH4917 , FINAL YEAR PROJECT 1 (IND CHEM),6
CH4918 , FINAL YEAR PROJECT 2 (IND CHEM),6
CH5011 , ACCIDENT INVESTIGATION,9
CH5012 , BEHAVIOUR BASED SAFETY,9
CH5021 , HEALTH & SAFETY MANAGEMENT SYSTEM INTEGRATION IN ORGANISATIONS,6
CH5022 , HEALTH & SAFETY: LEGISLATIVE CONTEXT,6
CH6002 , RESEARCH CHALLENGES IN MATERIALS SCIENCE,3
CH6012 , REGULATORY AFFARIS IN BIOPHARMA,6
CH6013 , RESEARCH PROJECT,30
CH6022 , UPSTREAM PROCESSING,6
CH6032 , DOWNSTREAM PROCESSING,6
CH6042 , BIOPROCESS SAFETY,6
CH8011 ," SCIENCE, TECHNOLOGY, ENGINEERING AND MATHEMATICS (STEM) COMMUNICATION AND ENGAGEMENT",9
CH8012 , FUNDAMENTALS OF NANOSCIENCE AND NANOTECHNOLOGY,6
CL5701 , NURTURING PERSONAL FAITH AND SPIRITUALITY,3
CL5702 , JESUS THE TEACHER,3
CL5703 , THE CATHOLIC SCHOOL AND CONTEMPORARY CULTURE,3
CL5704 , LEADING AND MANAGING A CATHOLIC SCHOOL IN IRELAND TODAY,3
CL5705 , INTEGRATING SEMINAR,3
CL6701 , New Testament Christology,6
CL6702 , Developing Emotional and Relational Competence,3
CL6703 , Group Dynamics,6
CL6704 , The Psychology of Leadership,3
CL6705 , Leading Curriculum and Learning,6
CL6706 , Education Legislation and Governance,6
CL6707 , The Christian Vision of Humanity,6
CL6708 , Sacraments and Liturgy,6
CL6709 , Foundational Topics in Christian Spirituality and Ethos,3
CL6711 , Ethics and Social Justice,3
CL6712 , A Theology of Leadership,3
CL6713 , Leading a Catholic School in Contemporary Ireland,3
CL6714 , Integrating Seminar,6
CL6715 , Dissertation,30
CM2011 , THE COMMUNICATION PROCESS AND INFORMATION TECH,6
CM2012 , STRUCTURING AND PRESENTING INFORMATION,6
CM3001 , COMMUNICATION SKILLS,9
CM4203 , COMMUNICATIONS,6
CM4901 , COMMUNICATIONS,3
CM4902 , COMMUNICATIONS,3
CM4911 , COMMUNICATIONS,6
CM6102 , BUSINESS COMMUNICATION,6
CM6901 , BUSINESS COMMUNICATIONS,6
CM8003 , RESEARCH NETWORKING:DEVELOPING AN ACADEMIC PROFILE,3
CN4003 , BEGINNER'S CHINESE (MANDARIN),6
CN4006 , INTERMEDIATE CHINESE (MANDARIN),6
CO4220 , COOPERATIVE EDUCATION 1,30
CO4230 , COOPERATIVE EDUCATION 1,30
CO4232 , COOPERATIVE VS PSEUDO,6
CO4310 , COOPERATIVE EDUCATION 2,30
CO4320 , COOPERATIVE EDUCATION 1,30
CO4330 , COOPERATIVE EDUCATION 2,30
CO4340 , COOPERATIVE EDUCATION 2A,15
CO4350 , COOPERATIVE EDUCATION 2B,15
CO6001 , PROFESSIONAL DEVELOPMENT 1,3
CO6002 , PROFESSIONAL DEVELOPMENT 2,3
CP4001 , Unrostered Clinical Placement 1,6
CP4002 , Unrostered Clinical Placement 2,6
CP4003 , Unrostered Clinical Placement 3,6
CP4004 , Unrostered Clinical Placement 4,6
CP4005 , Unrostered Clinical Placement 5,6
CP4006 , Unrostered Clinical Placement 6,30
CP4007 , Unrostered Clinical Placement 7,9
CP4008 , PRACTICE PLACEMENT 8,15
CP4011 , CLINICAL PLACEMENT 1 (MIDWIFERY),6
CP4012 , CLINICAL PLACEMENT 2 (MIDWIFERY),6
CP4013 , CLINICAL PLACEMENT 3 (MIDWIFERY),6
CP4014 , CLINICAL PLACEMENT 4 (MIDWIFERY),6
CP4015 , CLINICAL PLACEMENT 5 (MIDWIFERY),6
CP4016 , CLINICAL PLACEMENT 6 (MIDWIFERY),30
CP4017 , CLINICAL PLACEMENT 7 (MIDWIFERY),9
CP4088 , PRACTICE PLACEMENT MIDWIFERY 7,15
CP4097 , PRACTICE PLACEMENT 7,15
CP4098 , PRACTICE PLACEMENT MIDWIFERY 8,15
CP4115 , PRACTICE PLACEMENT 4,3
CP4117 , PRACTICE PLACEMENT MIDWIFERY 6,6
CP4125 , PRACTICE PLACEMENT 5,30
CP4126 , PRACTICE PLACEMENT 6,6
CP4135 , PRACTICE PLACEMENT MIDWIFERY 4,3
CP4145 , PRACTICE PLACEMENT MIDWIFERY 5,30
CP4171 , PRACTICE PLACEMENT 1,6
CP4172 , PRACTICE PLACEMENT 2,3
CP4182 , PRACTICE PLACEMENT MIDWIFERY 1,6
CP4193 , PRACTICE PLACEMENT 3,3
CP4232 , PRACTICE PLACEMENT MIDWIFERY 2,3
CP4524 , PRACTICE PLACEMENT MIDWIFERY 3,3
CS2311 ," REAMHRA,FORBAIRT PEARSANTA,SCILEANNA CUMARSAIDE",3
CS2312 , FIS,6
CS2313 , GRAIFICI,6
CS2314 ," SCILEANNA FOSTAIOCHTA, GNO AGUS FIONTAIR",3
CS2321 , IONDUCHTU GINEARALTA DON RIOMHAIREACHT,3
CS2322 , DIGIOTALU,6
CS2323 , BEOCHAN,6
CS2324 ," TIONSCADAL PEARSANTA, 2",6
CS2331 , AN FHUAIM,6
CS2332 , SCRIOBH ILMHEAIN,6
CS2333 ," TIONSCADAL PEARSANTA, 1",6
CS2911 , INTRODUCTION TO INFORMATION TECHNOLOGY (DE),6
CS2913 , BUSINESS INFORMATION SYSTEMS,6
CS3001 , BUNPHRIONSABAIL AN IDIRLÍN,3
CS3002 , SCRIPTEÁIL,6
CS3003 , TIONSCADAL 3,6
CS3011 , COMHBHAILL AGUS ÚSÁID AN GHRÉSÁIN,3
CS3012 , ILMHEÁIN I RÉIMSÍ AN TIONSCAIL AGUS AN LÉINN,3
CS3021 , RÍOMHEOLAÍOCHT AGUS PROLOG,6
CS3022 , AN CHÉAD BHLAISEADH DE CHLUICHÍ,6
CS3031 , MATAMAITIC THEICNEOLAÍOCH 1,6
CS3032 , IDIRGHABHÁIL IDIR RÍOMHAIRÍ AGUS DAOINE,6
CS3041 , TIONSCADAL 1,6
CS3042 , TIONSCADAL 2,6
CS4001 , COMPUTER APPLICATIONS FOR SCIENTISTS 1,6
CS4003 , Information Society 1: Social Theories of New Media,6
CS4004 , SOFTWARE TESTING AND INSPECTION,6
CS4005 , PERCEPTUAL SYSTEMS AND MULTIMEDIA,6
CS4006 , INTELLIGENT SYSTEMS,6
CS4007 , Information Society 2 : The Information and Knowledge Society,6
CS4008 , ENTERPRISE RESOURCE PLANNING,6
CS4009 , DIRECTED STUDIES,6
CS4012 , REPRESENTATION AND MODELLING,6
CS4013 , OBJECT ORIENTED DEVELOPMENT,6
CS4014 , SOFTWARE DEVELOPMENT PROJECT,6
CS4016 , DIRECTED STUDY FOR MMPT 3,6
CS4017 , INFORMATION SYSTEMS PROJECT 1,6
CS4018 , INFORMATION SYSTEMS PROJECT 2,12
CS4019 , DIGITAL ARTS 1,6
CS4020 , INFORMATION SOCIETY,6
CS4021 , DIGITAL MEDIA SOFTWARE AND SYSTEMS 1,6
CS4022 , DIGITAL INSTRUMENT FUNDAMENTALS,6
CS4023 , OPERATING SYSTEMS,6
CS4024 , DIRECTED STUDY FOR MMPT 2,6
CS4025 , DIGITAL AUDIO FUNDAMENTALS,6
CS4026 , DIGITAL MEDIA SOFTWARE AND SYSTEMS 4,6
CS4027 , INFORMATION RETRIEVAL AND KNOWLEDGE REPRESENTATION,6
CS4028 , E,6
CS4029 , ADVANCED AUDIO PRODUCTION,6
CS4030 , DIGITAL ARTS 2,6
CS4031 , INTRODUCTION TO DIGITAL MEDIA,6
CS4032 , DIRECTED STUDY FOR MMPT 1,6
CS4033 , INFORMATION,6
CS4034 , DIGITAL MEDIA SOFTWARE AND SYSTEMS 3,6
CS4036 , ADVANCED DIGITAL AUDIO AND VIDEO,6
CS4037 , DIRECTED STUDY FOR MMPT 4,6
CS4038 , DIRECTED STUDY FOR MMPT 5,6
CS4040 , ADVANCED VIDEO PRODUCTION,6
CS4041 , HEALTH INFORMATION FLOW AND USE,6
CS4042 , DIRECTED STUDY FOR DMD 1,6
CS4043 , GAMES MODELLING DESIGN,6
CS4044 , APPLIED DIGITAL AUDIO,6
CS4045 , MEDICAL IMAGING,6
CS4046 , MEDIA PROGRAMMING 3,6
CS4047 , MULTIMEDIA INDUSTRY PERSPECTIVES,6
CS4048 , DIGITAL MEDIA SOFTWARE AND SYSTEMS 6,6
CS4049 , VISUAL CODING,6
CS4050 , DIRECTED STUDIES 2,6
CS4051 , MEDICAL DECISION SUPPORT SYSTEMS,6
CS4052 , FOUNDATIONS OF INTERACTION DESIGN,6
CS4053 , DIGITAL VIDEO FUNDAMENTALS,6
CS4054 , APPLIED DIGITAL VIDEO,6
CS4055 , DATA MINING AND DATA WAREHOUSING,6
CS4056 , MOBILE APPLICATION DESIGN,6
CS4057 , MACHINE LEARNING AND AI FOR GAMES,6
CS4058 , ADVANCED TOPICS IN DIGITAL MEDIA,6
CS4059 , CREATIVE CODING,6
CS4061 , MEDIA PROGRAMMING 1,6
CS4062 , WEB DEVELOPMENT FOR MEDIA STUDENTS,6
CS4063 , DIGITAL MEDIA SOFTWARE AND SYSTEMS 2,6
CS4064 , DIRECTED STUDY DMD 2,6
CS4065 , WEB INFRASTRUCTURE,6
CS4066 , ALGORITHMIC AND GENERATIVE COMPOSITION,6
CS4067 , WRITING GAMES ANALYSIS,6
CS4068 , MUSIC AND MEDIA PROJECT 2,12
CS4071 , VIRTUAL AND AUGMENTED REALITY DESIGN,6
CS4072 , MEDIA PROGRAMMING 2,6
CS4073 , DIGITAL ARTS,6
CS4074 , AUDIO AND VIDEO PRODUCTION,6
CS4075 , COMPUTER GAMES PROGRAMMING ,6
CS4076 , EVENT DRIVEN PROGRAMMING,6
CS4077 , DIGITAL MEDIA SOFTWARE AND SYSTEMS 5,6
CS4078 , APPLIED INTERACTION DESIGN,6
CS4081 , ELECTRONIC HEALTH RECORD MANAGEMENT,6
CS4082 , INTRODUCTION TO WEB DEVELOPMENT,6
CS4083 , SOUND SYNTHESIS,6
CS4084 , MOBILE APPLICATION DEVELOPMENT,6
CS4085 , COMPUTER GRAPHICS II ,6
CS4086 , MOBILE APPLICATION DESIGN,6
CS4087 , MUSIC AND MEDIA PROJECT 1,6
CS4088 , USER EXPERIENCE IN PRACTICE,6
CS4091 , PROGRAMMING 1,6
CS4092 , PROGRAMMING 2,6
CS4093 , GAMES FOR GLOBAL MARKETS,6
CS4096 , ARTIFICIAL INTELLIGENCE FOR GAMES,6
CS4097 , MULTIMEDIA GAMES PROJECT 1,6
CS4098 , MULTIMEDIA GAMES PROJECT 2,12
CS4101 , INTRODUCTION TO MODEL,6
CS4103 , USER RESEARCH METHODS,6
CS4106 , MACHINE LEARNING: METHODS AND APPLICATIONS,6
CS4107 , PERFORMANCE TECHNOLOGY 2,6
CS4108 ," AI CULTURE: THEMES, IDEAS, DEBATES",6
CS4111 , COMPUTER SCIENCE 1,6
CS4112 , COMPUTER SCIENCE 2,6
CS4115 , DATA STRUCTURES AND ALGORITHMS,6
CS4116 , SOFTWARE DEVELOPMENT PROJECT,6
CS4123 , INFORMATION MODELLING AND SPECIFICATION,6
CS4125 , SYSTEMS ANALYSIS AND DESIGN,6
CS4126 , 3D MODELLING AND DIGITAL FABRICATION,6
CS4127 , DIGITAL MEDIA DESIGN PROJECT 1,6
CS4128 , DIGITAL MEDIA DESIGN PROJECT 2,12
CS4131 , INTRODUCTION TO SCIENTIFIC COMPUTATIONS 3,3
CS4132 , HEALTH SYSTEMS,6
CS4135 , SOFTWARE ARCHITECTURES,6
CS4136 , TOPICS IN AI (SEMINAR SERIES),6
CS4141 , INTRODUCTION TO PROGRAMMING,6
CS4142 , ETHICAL AND LEGAL ISSUES IN HEALTH,6
CS4146 , DOCUMENT ARCHITECTURES,6
